seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
AGENT,3.0,BHK,Independent Floor,Hauz Khas,65000.0,1600.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Gautam Nagar,25000.0,1000.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Gautam Nagar,16000.0,800.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Gautam Nagar,40000.0,1200.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Green Park,45000.0,900.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,South Extension 2,200000.0,2600.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Chattarpur,15000.0,700.0,Unfurnished,2.0
AGENT,4.0,BHK,Independent Floor,Rohit Kunj Sandesh Vihar,65000.0,2800.0,Unfurnished,3.0
AGENT,1.0,BHK,Apartment,Sarita Vihar,19500.0,630.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Abul Fazal Enclave Jamia Nagar,8000.0,600.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,i p extension patparganj,16000.0,1100.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,i p extension patparganj,21000.0,1000.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,i p extension patparganj,21000.0,1100.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,IP Extension,26000.0,1300.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Patparganj,22000.0,1000.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,IP Extension,19000.0,1050.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,IP Extension,17000.0,1050.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Raju Park,9000.0,750.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Deoli Khanpur,16000.0,950.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Raju Park,14000.0,750.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Malviya Nagar,36000.0,900.0,Unfurnished,2.0
AGENT,1.0,BHK,Independent Floor,Malviya Nagar,22000.0,700.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Malviya Nagar,50000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Pitampura,70000.0,1750.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Shalimar Bagh,39000.0,1350.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Poorvi Pitampura,40000.0,1350.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Paschim Vihar,8500.0,189.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,Chattarpur,11500.0,800.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Chattarpur,18000.0,1300.0,Semi-Furnished,3.0
OWNER,3.0,BHK,Apartment,Greater Kailash,45000.0,1350.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Villa,Sunder Nagar,521000.0,4211.0,Unfurnished,4.0
AGENT,1.0,BHK,Independent Floor,Chattarpur,8100.0,450.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Chittaranjan Park,52000.0,1440.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,20000.0,1000.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,25000.0,800.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Pitampura,43333.0,1999.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Pitampura,55000.0,4000.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Pitampura,35000.0,1612.0,Furnished,2.0
AGENT,1.0,RK,Studio Apartment,Pitampura,14000.0,752.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Pitampura,12000.0,631.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,27000.0,1100.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Punjabi Bagh,110000.0,3000.0,Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Pitampura,12500.0,699.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,30000.0,1400.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,66000.0,1800.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,17000.0,680.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,17000.0,650.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,22000.0,750.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,32000.0,1000.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,18500.0,780.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,22000.0,680.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,30000.0,1000.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,15500.0,600.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,17000.0,780.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,15500.0,550.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,25000.0,900.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,25000.0,1000.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,30000.0,1000.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,18000.0,680.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,25000.0,950.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,33000.0,900.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,25500.0,900.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,50000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,55000.0,1800.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,20000.0,600.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,16000.0,680.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,16000.0,750.0,Furnished,2.0
AGENT,1.0,BHK,Independent House,Patel Nagar,12000.0,500.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,20000.0,800.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Pitampura,51200.0,1699.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Pitampura,11000.0,752.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,10000.0,275.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,24000.0,800.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,18000.0,700.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,16000.0,650.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,28000.0,910.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,13000.0,500.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,35000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,27000.0,1000.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,30000.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,35000.0,1500.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Pitampura,55000.0,2000.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,28000.0,1000.0,Semi-Furnished,2.0
AGENT,5.0,BHK,Independent Floor,Pitampura,45000.0,3000.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Pitampura,45000.0,1953.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Pitampura,100000.0,3200.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Apartment,Karampura,35000.0,1500.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Pitampura,60000.0,2400.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Pitampura,50000.0,1900.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,23000.0,1100.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,22000.0,1000.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,30000.0,1200.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Pitampura,17500.0,741.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Moti Nagar,42000.0,1780.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,12000.0,550.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,12500.0,500.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,20000.0,720.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,27000.0,900.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,22000.0,650.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,20000.0,700.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,14000.0,650.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,12500.0,350.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,15000.0,525.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Pitampura,18500.0,700.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,24000.0,1000.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Pitampura,95000.0,3800.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,15000.0,550.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Pitampura,35000.0,1600.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Pitampura,40000.0,1900.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Pitampura,45000.0,2080.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Pitampura,75000.0,2700.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Apartment,Karampura,135000.0,4000.0,Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Pitampura,100000.0,3200.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Pitampura,80000.0,2500.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Pitampura,75000.0,2800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Pitampura,55000.0,2100.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,20000.0,800.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,28000.0,1000.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,35000.0,1000.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,13500.0,550.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,27500.0,1000.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Malviya Nagar,80000.0,2250.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,25000.0,1000.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,15500.0,555.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Hauz Khas,70000.0,2232.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,15000.0,680.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,12430.0,565.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Safdarjung Enclave,30000.0,1000.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Hauz Khas,55000.0,2000.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,R.K. Puram,65000.0,2000.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Gulmohar park,50000.0,2000.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Central Ridge Reserve Forest,300000.0,4000.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Apartment,Pitampura,25555.0,1666.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Pitampura,19523.0,923.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Connaught Place,150000.0,2200.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Connaught Place,100000.0,1800.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Pitampura,16000.0,900.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Pitampura,44444.0,1700.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Kirti Nagar,38000.0,1780.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,Shakurpur,9500.0,700.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Pitampura,9000.0,756.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Pitampura,37777.0,1421.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Pitampura,25000.0,1000.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,Pitampura,9500.0,700.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Pitampura,13200.0,652.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Shalimar Bagh,13000.0,800.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Shalimar Bagh,52222.0,2222.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Shalimar Bagh,15000.0,741.0,Furnished,1.0
AGENT,2.0,BHK,Apartment,Shalimar Bagh,21000.0,1050.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Karampura,42222.0,1800.0,Semi-Furnished,3.0
AGENT,1.0,RK,Studio Apartment,Pitampura,9932.0,542.0,Furnished,1.0
AGENT,4.0,BHK,Apartment,Safdarjung Enclave,150000.0,3800.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,13000.0,680.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,25000.0,1200.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,28000.0,1000.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,30000.0,825.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,16000.0,780.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,16000.0,660.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Malviya Nagar,40000.0,1800.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Panchsheel Enclave,30000.0,1500.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,12000.0,555.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,18000.0,600.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,9000.0,325.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,17000.0,750.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Greater Kailash,125000.0,3600.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,14000.0,510.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,15000.0,560.0,Furnished,1.0
AGENT,4.0,BHK,Independent Floor,Golf Links,300000.0,4000.0,Semi-Furnished,5.0
AGENT,2.0,BHK,Independent Floor,Jor bagh,125000.0,2000.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Jor bagh,230000.0,3600.0,Semi-Furnished,3.0
AGENT,6.0,BHK,Independent House,Jor bagh,600000.0,10000.0,Semi-Furnished,7.0
AGENT,5.0,BHK,Independent House,Anand Niketan,175000.0,4000.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,Anand Niketan,125000.0,3000.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Shanti Niketan,70000.0,2000.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Shanti Niketan,150000.0,2700.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Shanti Niketan,120000.0,2700.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,250000.0,4500.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,130000.0,3000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,210000.0,7000.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,Sarvpriya Vihar,60000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Sarvpriya Vihar,90000.0,2200.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Park,50000.0,1900.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Park,75000.0,2000.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Park,65000.0,2000.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Safdarjung Enclave,110000.0,3600.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Green Park,120000.0,2700.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Gulmohar park,140000.0,2700.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Saket,80000.0,2700.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,Saket,65000.0,2000.0,Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Gulmohar park,60000.0,2700.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Saket,70000.0,3600.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Enclave,70000.0,2700.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Vasant Vihar,90000.0,4500.0,Semi-Furnished,4.0
AGENT,1.0,BHK,Independent Floor,Safdarjung Development Area,20000.0,400.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Safdarjung Development Area,25000.0,400.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Vasant Vihar,110000.0,4500.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Vasant Vihar,75000.0,4500.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Safdarjung Enclave,65000.0,2000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Defence Colony,210000.0,4500.0,Semi-Furnished,5.0
AGENT,2.0,BHK,Independent Floor,South Extension 2,40000.0,1800.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Nizamuddin East,60000.0,1800.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Nizamuddin East,75000.0,2000.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Malviya Nagar,28000.0,1000.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Green Park,50000.0,1800.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,150000.0,4500.0,Furnished,4.0
AGENT,2.0,BHK,Independent Floor,Safdarjung Enclave,55000.0,2000.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Green Park,100000.0,4000.0,Furnished,4.0
AGENT,6.0,BHK,Independent House,Safdarjung Development Area,250000.0,8000.0,Semi-Furnished,7.0
AGENT,8.0,BHK,Independent House,Defence Colony,300000.0,8000.0,Semi-Furnished,9.0
AGENT,6.0,BHK,Independent House,West End,325000.0,8000.0,Semi-Furnished,7.0
AGENT,10.0,BHK,Independent House,Chattarpur,250000.0,10000.0,Furnished,9.0
AGENT,6.0,BHK,Independent House,Panchsheel Enclave,225000.0,6000.0,Semi-Furnished,6.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Enclave,75000.0,2200.0,Furnished,3.0
AGENT,1.0,BHK,Independent House,Green Park,33000.0,1800.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Safdarjung Enclave,30000.0,1200.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Hauz Khas,90000.0,3600.0,Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Golf Links,250000.0,4000.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,Hauz Khas,45000.0,1800.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Adchini,80000.0,2000.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,Hauz Khas,70000.0,2000.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Anand Niketan,60000.0,2000.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Anand Niketan,75000.0,2100.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Anand Niketan,100000.0,2700.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,Hauz Khas,63000.0,1800.0,Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,175000.0,3600.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,125000.0,2700.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,150000.0,3600.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,160000.0,3600.0,Semi-Furnished,5.0
AGENT,4.0,BHK,Independent Floor,Vasant Vihar,200000.0,4500.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Independent Floor,Panchsheel Enclave,45000.0,1800.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Greater Kailash,60000.0,2000.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Enclave,50000.0,1800.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Panchsheel Enclave,50000.0,1800.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Enclave,65000.0,2700.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Panchsheel Park,100000.0,4000.0,Semi-Furnished,5.0
AGENT,2.0,BHK,Independent Floor,Panchsheel Park,45000.0,2000.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,12000.0,400.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Gulmohar park,82000.0,2200.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent House,Sainik Farm,125000.0,5000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent House,Sainik Farm,110000.0,4000.0,Semi-Furnished,4.0
AGENT,1.0,BHK,Independent House,Hauz Khas,25000.0,600.0,Semi-Furnished,1.0
AGENT,4.0,BHK,Independent Floor,Saket,85000.0,4400.0,Unfurnished,5.0
AGENT,2.0,BHK,Independent Floor,Sarvpriya Vihar,32000.0,1200.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Saket,31000.0,1000.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Sarvpriya Vihar,34000.0,1000.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sarvpriya Vihar,40000.0,1500.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Safdarjung Enclave,120000.0,2790.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Panchsheel Park,150000.0,2800.0,Furnished,4.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,18000.0,600.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,8500.0,300.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,15000.0,750.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,12000.0,525.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,10000.0,350.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Greater Kailash,70000.0,1800.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,20000.0,775.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,18500.0,700.0,Furnished,2.0
AGENT,4.0,BHK,Apartment,Karampura,130000.0,3600.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Punjabi Bagh,35000.0,1780.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,13000.0,300.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,15000.0,550.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,18000.0,550.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Panchsheel Park,125000.0,2700.0,Semi-Furnished,4.0
AGENT,1.0,RK,Studio Apartment,Greater kailash 1,24000.0,1500.0,Furnished,1.0
AGENT,4.0,BHK,Independent Floor,Sarvpriya Vihar,135000.0,3500.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Greater Kailash,145000.0,2700.0,Semi-Furnished,4.0
AGENT,1.0,BHK,Independent Floor,Patel Nagar,15000.0,625.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Patel Nagar,10000.0,325.0,Furnished,1.0
AGENT,4.0,BHK,Independent Floor,Hauz Khas,150000.0,3500.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Independent House,Sheikh Sarai,45000.0,1800.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Sarvodaya Enclave,85000.0,3600.0,Semi-Furnished,5.0
AGENT,3.0,BHK,Independent Floor,South Extension 2,70000.0,2200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,South Extension 2,45000.0,2000.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Anand Niketan,60000.0,1800.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Anand Niketan,35000.0,1200.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Sarvpriya Vihar,60000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Jor bagh,350000.0,3000.0,Semi-Furnished,4.0
AGENT,5.0,BHK,Independent Floor,Anand Niketan,275000.0,7000.0,Semi-Furnished,6.0
AGENT,5.0,BHK,Independent Floor,Vasant Vihar,300000.0,6000.0,Semi-Furnished,6.0
AGENT,3.0,BHK,Independent Floor,Malviya Nagar,105000.0,2700.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Panchsheel Park,200000.0,4500.0,Furnished,5.0
AGENT,4.0,BHK,Villa,Niti Bagh,256000.0,5211.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent House,Vasant Vihar,425000.0,5211.0,Unfurnished,4.0
AGENT,5.0,BHK,Independent House,Vasant Vihar,512000.0,7411.0,Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Safdarjung Enclave,285000.0,6541.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,Safdarjung Enclave,321000.0,5211.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,Safdarjung Enclave,461000.00000000006,5412.0,Unfurnished,4.0
